ClientKey,NotaRegelBedrag,NotaJaar,NotaKwartaal,NotaMaand,BuurtCode,BuurtNaam
21,824.78,2019,Qtr 4,August,BU08260300,Slotjes-West
21,369.71,2020,Qtr 2,March,BU08260102,Vogelbuurt
21,2247.22,2020,Qtr 4,October,BU08260300,Sterrenbuurt
21,1851.44,2020,Qtr 4,December,BU08261300,Buitengebied Dorst-Zuid
21,1046.38,2020,Qtr 1,September,BU08260601,Dorst
21,390.26,2020,Qtr 4,December,BU08260601,Slotjes-West
21,1796.34,2021,Qtr 1,August,BU08260300,Sterrenbuurt
21,295.06,2020,Qtr 4,July,BU08260102,Sterrenbuurt
21,364.37,2018,Qtr 2,March,BU08261300,Slotjes-West
21,829.02,2019,Qtr 4,November,BU08261307,Buitengebied Dorst-Zuid
21,260.2,2021,Qtr 1,October,BU08260300,Dorst
21,2313.17,2018,Qtr 4,August,BU08261300,Vogelbuurt
22,1723.94,2019,Qtr 4,June,BU08261307,Buitengebied Dorst-Zuid
22,2100.6,2018,Qtr 2,February,BU08261307,Dorst
22,102.24,2018,Qtr 2,October,BU08260300,Vogelbuurt
22,111.41,2021,Qtr 1,December,BU08261307,Buitengebied Dorst-Zuid
22,1856.16,2021,Qtr 1,April,BU08261300,Vogelbuurt
22,951.02,2019,Qtr 4,April,BU08260102,Slotjes-West
22,1883.56,2021,Qtr 2,March,BU08260601,Buitengebied Dorst-Zuid
22,1653.29,2021,Qtr 2,May,BU08260300,Vogelbuurt
22,2045.09,2021,Qtr 3,July,BU08261300,Vogelbuurt
22,862.87,2020,Qtr 2,August,BU08261300,Buitengebied Dorst-Zuid
22,559.95,2020,Qtr 3,September,BU08260601,Dorst
22,1574.53,2019,Qtr 4,February,BU08260601,Dorst
22,208.88,2018,Qtr 1,May,BU08261300,Dorst
22,2257.68,2020,Qtr 4,June,BU08260102,Slotjes-West
22,112.55,2021,Qtr 4,November,BU08260601,Sterrenbuurt
22,2379.94,2018,Qtr 4,August,BU08260601,Slotjes-West
22,858.47,2020,Qtr 1,December,BU08260601,Slotjes-West
22,1169.74,2020,Qtr 4,March,BU08260300,Slotjes-West
22,1353.67,2018,Qtr 3,May,BU08260102,Dorst
22,465.17,2020,Qtr 3,March,BU08260601,Slotjes-West
23,510.24,2018,Qtr 3,March,BU08260601,Sterrenbuurt
23,981.09,2020,Qtr 3,March,BU08260102,Vogelbuurt
23,2366.87,2020,Qtr 1,February,BU08260601,Vogelbuurt
23,1383.02,2018,Qtr 4,September,BU08260300,Dorst
23,2192.67,2019,Qtr 1,November,BU08261300,Slotjes-West
23,588.72,2021,Qtr 2,March,BU08260300,Buitengebied Dorst-Zuid
23,1731.89,2020,Qtr 4,January,BU08260300,Buitengebied Dorst-Zuid
23,1630.66,2019,Qtr 4,April,BU08260601,Sterrenbuurt
23,182.35,2021,Qtr 4,August,BU08260102,Vogelbuurt
23,1233.94,2018,Qtr 1,March,BU08261300,Slotjes-West
23,1837.03,2019,Qtr 2,June,BU08260300,Vogelbuurt
23,1746.5,2021,Qtr 4,December,BU08260601,Dorst
23,1209.12,2020,Qtr 3,June,BU08260102,Buitengebied Dorst-Zuid
23,587.53,2018,Qtr 4,March,BU08260102,Sterrenbuurt
23,826.69,2019,Qtr 1,March,BU08260102,Vogelbuurt
23,103.45,2021,Qtr 4,November,BU08260300,Slotjes-West
23,1190.89,2019,Qtr 2,March,BU08260102,Vogelbuurt
23,624.63,2021,Qtr 3,February,BU08260300,Sterrenbuurt
23,1892.04,2019,Qtr 2,May,BU08260300,Buitengebied Dorst-Zuid
23,2305.93,2018,Qtr 2,January,BU08260601,Vogelbuurt
24,2302.95,2020,Qtr 3,July,BU08260102,Dorst
24,723.98,2019,Qtr 3,March,BU08260601,Vogelbuurt
24,2247.21,2019,Qtr 1,July,BU08261300,Sterrenbuurt
24,129.01,2018,Qtr 3,October,BU08260300,Dorst
24,2349.72,2020,Qtr 3,June,BU08261307,Sterrenbuurt
24,669.54,2018,Qtr 3,January,BU08261300,Slotjes-West
24,1244.88,2019,Qtr 3,July,BU08261300,Dorst
24,1640.24,2019,Qtr 2,June,BU08260102,Dorst
24,1678.16,2020,Qtr 4,August,BU08260102,Buitengebied Dorst-Zuid
24,1164.93,2018,Qtr 2,December,BU08260300,Slotjes-West
24,1862.77,2021,Qtr 2,December,BU08260300,Sterrenbuurt
24,99.06,2021,Qtr 3,March,BU08261300,Sterrenbuurt
24,327.91,2020,Qtr 1,September,BU08261307,Buitengebied Dorst-Zuid
24,495.38,2019,Qtr 3,December,BU08260300,Slotjes-West
24,1341.06,2020,Qtr 4,March,BU08260300,Slotjes-West
24,2022.63,2021,Qtr 3,February,BU08260601,Buitengebied Dorst-Zuid
24,753.05,2019,Qtr 1,June,BU08260601,Sterrenbuurt
24,933.44,2019,Qtr 3,July,BU08260300,Dorst
24,1556.79,2019,Qtr 1,November,BU08260601,Slotjes-West
24,1056.47,2019,Qtr 3,April,BU08261300,Slotjes-West
25,1542.42,2020,Qtr 3,November,BU08261300,Vogelbuurt
25,685.1,2021,Qtr 2,March,BU08261300,Vogelbuurt
25,53.76,2021,Qtr 1,June,BU08261307,Dorst
25,670.54,2019,Qtr 3,May,BU08261307,Vogelbuurt
25,1503.9,2020,Qtr 1,June,BU08260601,Slotjes-West
25,1263.0,2021,Qtr 2,April,BU08260601,Sterrenbuurt
25,1225.0,2018,Qtr 2,November,BU08261307,Sterrenbuurt
25,1396.56,2021,Qtr 1,May,BU08260102,Slotjes-West
25,2184.73,2019,Qtr 1,September,BU08261300,Sterrenbuurt
25,267.54,2018,Qtr 4,September,BU08260601,Sterrenbuurt
25,946.14,2020,Qtr 2,October,BU08261300,Slotjes-West
25,1977.95,2020,Qtr 1,February,BU08260300,Slotjes-West
25,1362.83,2019,Qtr 2,January,BU08260601,Dorst
25,656.24,2020,Qtr 3,June,BU08260300,Slotjes-West
25,2291.11,2021,Qtr 1,July,BU08260300,Buitengebied Dorst-Zuid
25,718.34,2018,Qtr 3,March,BU08260300,Sterrenbuurt
25,373.89,2019,Qtr 3,December,BU08260601,Buitengebied Dorst-Zuid
25,833.58,2018,Qtr 4,October,BU08260601,Vogelbuurt
25,1219.29,2021,Qtr 2,April,BU08260601,Slotjes-West
25,472.48,2021,Qtr 2,March,BU08261307,Slotjes-West
26,2377.1,2021,Qtr 4,May,BU08261300,Buitengebied Dorst-Zuid
26,1904.43,2019,Qtr 3,August,BU08260102,Dorst
26,1162.95,2020,Qtr 2,May,BU08260102,Vogelbuurt
26,1416.49,2019,Qtr 3,January,BU08260601,Slotjes-West
26,1668.46,2021,Qtr 3,July,BU08260300,Buitengebied Dorst-Zuid
26,784.61,2018,Qtr 4,May,BU08261300,Sterrenbuurt
26,1060.8,2020,Qtr 4,October,BU08261300,Buitengebied Dorst-Zuid
26,1768.28,2021,Qtr 1,September,BU08260300,Dorst
26,1109.46,2021,Qtr 1,June,BU08261300,Dorst
26,1783.53,2021,Qtr 4,December,BU08261300,Vogelbuurt
26,1211.67,2020,Qtr 4,November,BU08260102,Vogelbuurt
26,955.64,2021,Qtr 2,September,BU08260601,Sterrenbuurt
26,1681.69,2018,Qtr 4,June,BU08261307,Buitengebied Dorst-Zuid
26,1254.51,2018,Qtr 4,September,BU08260102,Dorst
26,2048.88,2020,Qtr 1,August,BU08260601,Sterrenbuurt
26,868.72,2020,Qtr 4,October,BU08261300,Dorst
26,2348.12,2021,Qtr 3,January,BU08260102,Vogelbuurt
26,1895.04,2021,Qtr 2,May,BU08260102,Sterrenbuurt
26,75.96,2018,Qtr 3,September,BU08261300,Slotjes-West
26,669.71,2020,Qtr 2,March,BU08260102,Buitengebied Dorst-Zuid
27,1181.94,2020,Qtr 1,July,BU08261307,Vogelbuurt
27,2445.98,2020,Qtr 4,February,BU08260300,Dorst
27,93.89,2021,Qtr 2,April,BU08260102,Slotjes-West
27,353.36,2020,Qtr 3,September,BU08260102,Dorst
27,343.67,2021,Qtr 4,May,BU08261307,Sterrenbuurt
27,856.69,2020,Qtr 4,April,BU08260601,Buitengebied Dorst-Zuid
27,1500.3,2019,Qtr 3,November,BU08261300,Dorst
27,1704.31,2021,Qtr 2,February,BU08260601,Slotjes-West
27,1672.16,2021,Qtr 1,January,BU08260601,Sterrenbuurt
27,635.95,2021,Qtr 1,January,BU08261300,Vogelbuurt
27,1469.4,2019,Qtr 2,December,BU08260300,Buitengebied Dorst-Zuid
27,941.46,2019,Qtr 1,June,BU08261307,Vogelbuurt
27,746.18,2019,Qtr 2,November,BU08261300,Buitengebied Dorst-Zuid
27,2206.49,2020,Qtr 3,January,BU08261300,Slotjes-West
27,1715.52,2019,Qtr 3,March,BU08260102,Slotjes-West
27,1454.62,2020,Qtr 4,December,BU08260102,Vogelbuurt
27,966.71,2020,Qtr 4,April,BU08261300,Vogelbuurt
27,55.1,2021,Qtr 4,November,BU08261307,Sterrenbuurt
27,637.97,2021,Qtr 3,November,BU08261300,Dorst
27,821.37,2020,Qtr 2,February,BU08260300,Sterrenbuurt
28,775.96,2021,Qtr 3,July,BU08261307,Buitengebied Dorst-Zuid
28,2006.46,2020,Qtr 3,October,BU08260601,Vogelbuurt
28,1468.67,2020,Qtr 4,September,BU08260601,Buitengebied Dorst-Zuid
28,460.65,2018,Qtr 3,July,BU08261300,Dorst
28,1696.31,2019,Qtr 3,September,BU08260300,Vogelbuurt
28,2069.27,2021,Qtr 2,October,BU08261307,Dorst
28,2259.96,2018,Qtr 3,June,BU08260601,Slotjes-West
28,1913.39,2019,Qtr 2,November,BU08260601,Buitengebied Dorst-Zuid
28,2112.61,2019,Qtr 2,November,BU08260102,Buitengebied Dorst-Zuid
28,1188.42,2021,Qtr 1,March,BU08260300,Sterrenbuurt
28,1830.9,2019,Qtr 3,May,BU08261307,Slotjes-West
28,595.61,2020,Qtr 4,April,BU08261307,Sterrenbuurt
28,559.73,2020,Qtr 1,January,BU08260102,Dorst
28,2436.72,2021,Qtr 2,February,BU08261307,Sterrenbuurt
28,1672.96,2019,Qtr 2,February,BU08260601,Slotjes-West
28,2222.52,2021,Qtr 2,April,BU08260601,Dorst
28,648.53,2021,Qtr 4,August,BU08260102,Slotjes-West
28,1986.49,2018,Qtr 2,May,BU08260300,Sterrenbuurt
28,2055.81,2021,Qtr 3,June,BU08260601,Slotjes-West
28,964.48,2018,Qtr 4,April,BU08260102,Vogelbuurt
29,1429.51,2018,Qtr 1,August,BU08260102,Slotjes-West
29,2128.71,2020,Qtr 2,December,BU08260102,Sterrenbuurt
29,38.79,2021,Qtr 4,June,BU08260300,Vogelbuurt
29,1170.83,2020,Qtr 2,May,BU08261307,Vogelbuurt
29,621.9,2021,Qtr 3,November,BU08261300,Sterrenbuurt
29,698.63,2020,Qtr 4,March,BU08261300,Dorst
29,2144.86,2019,Qtr 2,June,BU08261307,Sterrenbuurt
29,606.3,2020,Qtr 1,June,BU08260102,Sterrenbuurt
29,89.37,2020,Qtr 1,September,BU08260102,Vogelbuurt
29,995.83,2018,Qtr 3,June,BU08260601,Slotjes-West
29,1685.66,2019,Qtr 4,January,BU08260102,Buitengebied Dorst-Zuid
29,2237.49,2018,Qtr 3,December,BU08260300,Vogelbuurt
29,417.43,2020,Qtr 3,July,BU08261307,Slotjes-West
29,1592.95,2020,Qtr 2,February,BU08260300,Dorst
29,648.44,2020,Qtr 1,June,BU08261307,Sterrenbuurt
29,1052.33,2018,Qtr 2,February,BU08261300,Buitengebied Dorst-Zuid
29,1239.95,2019,Qtr 4,June,BU08261300,Vogelbuurt
29,685.43,2020,Qtr 2,July,BU08260300,Dorst
29,274.33,2020,Qtr 1,May,BU08260601,Dorst
29,865.37,2018,Qtr 4,September,BU08260102,Sterrenbuurt
30,498.94,2021,Qtr 2,May,BU08261307,Dorst
30,303.2,2018,Qtr 4,February,BU08261300,Slotjes-West
30,170.06,2020,Qtr 2,June,BU08261307,Dorst
30,1492.32,2019,Qtr 1,March,BU08260300,Slotjes-West
30,927.35,2018,Qtr 2,November,BU08260102,Sterrenbuurt
30,1490.06,2019,Qtr 1,February,BU08260601,Vogelbuurt
30,551.52,2020,Qtr 3,July,BU08260300,Dorst
30,1630.83,2018,Qtr 3,July,BU08260601,Buitengebied Dorst-Zuid
30,21.99,2019,Qtr 3,October,BU08260102,Vogelbuurt
30,1213.61,2019,Qtr 2,January,BU08261300,Buitengebied Dorst-Zuid
30,1420.55,2018,Qtr 3,March,BU08261300,Vogelbuurt
30,1987.55,2020,Qtr 2,September,BU08260300,Vogelbuurt
30,776.05,2020,Qtr 3,November,BU08260601,Vogelbuurt
30,103.7,2018,Qtr 1,March,BU08260102,Slotjes-West
30,603.54,2021,Qtr 1,February,BU08260300,Buitengebied Dorst-Zuid
30,345.26,2019,Qtr 2,August,BU08260300,Vogelbuurt
30,1726.27,2020,Qtr 1,June,BU08260300,Vogelbuurt
30,1792.2,2018,Qtr 1,November,BU08261300,Buitengebied Dorst-Zuid
30,1138.77,2020,Qtr 1,August,BU08260601,Vogelbuurt
30,2479.11,2019,Qtr 2,July,BU08261300,Sterrenbuurt
31,758.96,2021,Qtr 1,December,BU08261300,Buitengebied Dorst-Zuid
31,918.76,2021,Qtr 4,December,BU08261307,Slotjes-West
31,79.3,2020,Qtr 2,December,BU08260300,Vogelbuurt
31,1396.87,2020,Qtr 1,April,BU08261300,Dorst
31,1066.13,2018,Qtr 2,May,BU08260102,Slotjes-West
31,477.6,2021,Qtr 3,December,BU08260300,Dorst
31,2229.53,2020,Qtr 2,April,BU08260300,Sterrenbuurt
31,237.76,2021,Qtr 1,November,BU08261300,Vogelbuurt
31,2468.59,2019,Qtr 2,August,BU08260300,Vogelbuurt
31,25.95,2018,Qtr 1,March,BU08260300,Sterrenbuurt
31,680.0,2018,Qtr 4,March,BU08261307,Sterrenbuurt
31,2115.77,2019,Qtr 4,May,BU08261300,Slotjes-West
31,241.55,2020,Qtr 1,August,BU08260102,Dorst
31,2304.82,2019,Qtr 3,December,BU08261300,Dorst
31,1321.44,2018,Qtr 3,December,BU08260601,Vogelbuurt
31,928.38,2021,Qtr 4,July,BU08260102,Buitengebied Dorst-Zuid
31,1356.76,2021,Qtr 1,January,BU08260300,Buitengebied Dorst-Zuid
31,2087.27,2020,Qtr 1,September,BU08261300,Sterrenbuurt
31,706.07,2020,Qtr 3,September,BU08260300,Slotjes-West
31,2268.18,2018,Qtr 2,July,BU08261300,Vogelbuurt
32,1398.44,2020,Qtr 2,September,BU08260102,Buitengebied Dorst-Zuid
32,600.88,2021,Qtr 4,November,BU08261307,Vogelbuurt
32,1089.92,2019,Qtr 4,December,BU08260102,Vogelbuurt
32,56.65,2021,Qtr 3,October,BU08260102,Sterrenbuurt
32,967.85,2018,Qtr 4,May,BU08261307,Sterrenbuurt
32,1905.29,2019,Qtr 1,June,BU08261300,Slotjes-West
32,855.78,2020,Qtr 1,March,BU08261300,Slotjes-West
32,841.65,2021,Qtr 3,April,BU08261307,Slotjes-West
32,1044.66,2019,Qtr 3,October,BU08260300,Slotjes-West
32,2144.93,2018,Qtr 1,May,BU08261300,Slotjes-West
32,102.19,2018,Qtr 3,August,BU08260102,Buitengebied Dorst-Zuid
32,779.88,2018,Qtr 2,October,BU08260300,Dorst
32,728.84,2020,Qtr 4,October,BU08260300,Sterrenbuurt
32,1428.54,2018,Qtr 1,March,BU08261300,Buitengebied Dorst-Zuid
32,1245.28,2020,Qtr 1,January,BU08261300,Vogelbuurt
32,2107.58,2018,Qtr 3,May,BU08260601,Dorst
32,597.44,2021,Qtr 4,November,BU08260601,Vogelbuurt
32,545.55,2019,Qtr 4,May,BU08260102,Vogelbuurt
32,1194.25,2019,Qtr 1,December,BU08260300,Vogelbuurt
32,2423.25,2018,Qtr 4,May,BU08260300,Dorst
33,1776.8,2021,Qtr 4,February,BU08260601,Slotjes-West
33,1145.21,2021,Qtr 1,September,BU08260300,Buitengebied Dorst-Zuid
33,389.64,2019,Qtr 1,November,BU08260102,Slotjes-West
33,81.64,2021,Qtr 4,April,BU08261307,Buitengebied Dorst-Zuid
33,1142.32,2019,Qtr 2,January,BU08260102,Vogelbuurt
33,1410.43,2018,Qtr 4,March,BU08261307,Vogelbuurt
33,180.45,2018,Qtr 2,October,BU08261300,Buitengebied Dorst-Zuid
33,2259.68,2018,Qtr 3,April,BU08261300,Slotjes-West
33,373.87,2020,Qtr 4,November,BU08261300,Dorst
33,1563.12,2020,Qtr 1,June,BU08261300,Sterrenbuurt
33,1367.27,2020,Qtr 1,August,BU08261307,Vogelbuurt
33,1627.83,2018,Qtr 4,July,BU08260102,Dorst
33,1518.38,2018,Qtr 1,December,BU08260300,Buitengebied Dorst-Zuid
33,2342.01,2018,Qtr 3,October,BU08260300,Sterrenbuurt
33,1450.37,2020,Qtr 2,June,BU08260601,Buitengebied Dorst-Zuid
33,218.05,2021,Qtr 4,October,BU08260300,Dorst
33,2324.73,2018,Qtr 1,December,BU08260102,Sterrenbuurt
33,2396.82,2021,Qtr 2,August,BU08260300,Buitengebied Dorst-Zuid
33,370.56,2019,Qtr 4,October,BU08261300,Sterrenbuurt
33,2078.62,2018,Qtr 4,January,BU08261300,Sterrenbuurt
34,2200.86,2018,Qtr 4,December,BU08261307,Vogelbuurt
34,1962.76,2021,Qtr 4,April,BU08261300,Buitengebied Dorst-Zuid
34,2001.4,2019,Qtr 1,February,BU08261300,Sterrenbuurt
34,2406.3,2020,Qtr 4,January,BU08261300,Vogelbuurt
34,1665.21,2020,Qtr 1,January,BU08260601,Dorst
34,199.52,2021,Qtr 3,July,BU08260601,Sterrenbuurt
34,471.75,2018,Qtr 4,March,BU08261300,Sterrenbuurt
34,935.86,2018,Qtr 1,December,BU08260102,Dorst
34,1526.43,2021,Qtr 2,October,BU08260300,Dorst
34,397.7,2019,Qtr 1,August,BU08260300,Vogelbuurt
34,254.33,2020,Qtr 4,May,BU08260601,Dorst
34,2117.39,2018,Qtr 3,March,BU08260102,Vogelbuurt
34,1190.61,2020,Qtr 2,December,BU08260300,Buitengebied Dorst-Zuid
34,2126.79,2021,Qtr 1,June,BU08260601,Buitengebied Dorst-Zuid
34,1785.24,2018,Qtr 1,November,BU08260102,Slotjes-West
34,1177.41,2019,Qtr 3,April,BU08261300,Buitengebied Dorst-Zuid
34,924.22,2020,Qtr 2,January,BU08260300,Slotjes-West
34,1725.14,2020,Qtr 3,September,BU08260102,Slotjes-West
34,1759.71,2018,Qtr 3,April,BU08261300,Slotjes-West
34,672.16,2019,Qtr 2,April,BU08261300,Vogelbuurt
35,1415.96,2020,Qtr 1,September,BU08260102,Dorst
35,2005.38,2021,Qtr 3,September,BU08260601,Vogelbuurt
35,2188.34,2019,Qtr 3,May,BU08261307,Vogelbuurt
35,860.47,2019,Qtr 3,January,BU08260300,Slotjes-West
35,830.44,2019,Qtr 3,April,BU08260102,Sterrenbuurt
35,2418.46,2019,Qtr 2,December,BU08260300,Dorst
35,2192.1,2020,Qtr 1,September,BU08261307,Buitengebied Dorst-Zuid
35,499.69,2021,Qtr 1,May,BU08260300,Slotjes-West
35,196.97,2019,Qtr 1,March,BU08260102,Sterrenbuurt
35,260.98,2018,Qtr 1,August,BU08260601,Slotjes-West
35,744.29,2020,Qtr 2,February,BU08260102,Dorst
35,452.55,2021,Qtr 1,February,BU08260300,Dorst
35,21.48,2021,Qtr 4,May,BU08260601,Dorst
35,2318.5,2018,Qtr 3,November,BU08260102,Dorst
35,285.46,2020,Qtr 4,July,BU08260601,Buitengebied Dorst-Zuid
35,1664.18,2021,Qtr 3,February,BU08260102,Vogelbuurt
35,2153.57,2020,Qtr 3,March,BU08260601,Sterrenbuurt
35,2287.1,2018,Qtr 3,September,BU08261300,Buitengebied Dorst-Zuid
35,1525.82,2019,Qtr 1,December,BU08260300,Sterrenbuurt
35,1141.07,2021,Qtr 4,February,BU08260300,Dorst
36,1709.23,2018,Qtr 2,May,BU08260300,Vogelbuurt
36,1470.22,2018,Qtr 1,November,BU08260102,Slotjes-West
36,2121.31,2021,Qtr 4,March,BU08260102,Dorst
36,2335.75,2021,Qtr 4,August,BU08261300,Sterrenbuurt
36,1958.38,2021,Qtr 4,July,BU08260102,Sterrenbuurt
36,1517.2,2019,Qtr 4,October,BU08260102,Dorst
36,1677.09,2020,Qtr 1,August,BU08260601,Vogelbuurt
36,144.99,2021,Qtr 3,October,BU08261307,Sterrenbuurt
36,2117.21,2021,Qtr 1,February,BU08260300,Buitengebied Dorst-Zuid
36,1992.8,2018,Qtr 1,January,BU08260102,Slotjes-West
36,1012.07,2021,Qtr 1,July,BU08260300,Dorst
36,1830.84,2018,Qtr 4,May,BU08260300,Slotjes-West
36,1441.89,2020,Qtr 1,May,BU08261307,Sterrenbuurt
36,849.85,2021,Qtr 4,June,BU08260102,Buitengebied Dorst-Zuid
36,1064.92,2019,Qtr 1,November,BU08261300,Sterrenbuurt
36,1944.49,2021,Qtr 3,January,BU08261307,Slotjes-West
36,362.85,2019,Qtr 3,February,BU08261300,Sterrenbuurt
36,451.32,2018,Qtr 3,October,BU08261307,Sterrenbuurt
36,1649.92,2020,Qtr 1,February,BU08260102,Dorst
36,2097.55,2018,Qtr 2,July,BU08260601,Slotjes-West
37,2245.11,2020,Qtr 4,April,BU08261300,Buitengebied Dorst-Zuid
37,1731.75,2019,Qtr 4,June,BU08260300,Vogelbuurt
37,2265.78,2021,Qtr 3,May,BU08260601,Sterrenbuurt
37,422.66,2020,Qtr 4,June,BU08260102,Slotjes-West
37,82.66,2019,Qtr 1,January,BU08261307,Vogelbuurt
37,368.4,2019,Qtr 2,August,BU08260300,Slotjes-West
37,335.86,2021,Qtr 4,November,BU08260300,Dorst
37,165.2,2021,Qtr 1,October,BU08261307,Buitengebied Dorst-Zuid
37,611.09,2020,Qtr 3,April,BU08260601,Vogelbuurt
37,1762.58,2019,Qtr 2,October,BU08261300,Dorst
37,1414.15,2020,Qtr 1,April,BU08261307,Vogelbuurt
37,1247.24,2019,Qtr 2,July,BU08260300,Sterrenbuurt
37,382.66,2020,Qtr 2,December,BU08260102,Dorst
37,1089.3,2019,Qtr 3,November,BU08260102,Sterrenbuurt
37,839.08,2021,Qtr 2,November,BU08260102,Dorst
37,1196.11,2021,Qtr 4,June,BU08260300,Sterrenbuurt
37,1753.14,2018,Qtr 4,December,BU08260300,Slotjes-West
37,994.47,2020,Qtr 2,June,BU08261307,Vogelbuurt
37,1343.1,2019,Qtr 4,April,BU08260300,Vogelbuurt
37,1133.58,2020,Qtr 3,May,BU08260102,Dorst
38,300.61,2019,Qtr 3,November,BU08260300,Dorst
38,1983.82,2020,Qtr 3,May,BU08261300,Dorst
38,570.37,2019,Qtr 1,September,BU08260300,Buitengebied Dorst-Zuid
38,1303.21,2019,Qtr 4,August,BU08261307,Dorst
38,2457.27,2020,Qtr 3,December,BU08260300,Slotjes-West
38,367.28,2021,Qtr 3,March,BU08261307,Sterrenbuurt
38,1092.41,2019,Qtr 1,March,BU08261300,Slotjes-West
38,741.11,2019,Qtr 4,November,BU08261307,Slotjes-West
38,2418.78,2019,Qtr 2,December,BU08260300,Dorst
38,449.96,2021,Qtr 1,January,BU08260601,Slotjes-West
38,350.56,2019,Qtr 4,June,BU08260300,Sterrenbuurt
38,745.02,2018,Qtr 2,February,BU08260300,Dorst
38,861.19,2019,Qtr 4,March,BU08261300,Sterrenbuurt
38,1031.7,2020,Qtr 4,December,BU08260102,Slotjes-West
38,1846.68,2019,Qtr 1,January,BU08260102,Dorst
38,377.01,2019,Qtr 1,November,BU08261300,Sterrenbuurt
38,2362.29,2020,Qtr 4,May,BU08261300,Dorst
38,468.65,2018,Qtr 2,August,BU08261300,Slotjes-West
38,887.95,2021,Qtr 2,August,BU08261307,Vogelbuurt
38,474.16,2018,Qtr 4,May,BU08260300,Vogelbuurt
39,963.28,2018,Qtr 4,June,BU08261300,Vogelbuurt
39,1267.09,2019,Qtr 4,April,BU08260300,Slotjes-West
39,2389.22,2018,Qtr 4,June,BU08260102,Buitengebied Dorst-Zuid
39,660.28,2020,Qtr 2,August,BU08261300,Slotjes-West
39,1328.06,2021,Qtr 1,September,BU08260601,Slotjes-West
39,60.15,2020,Qtr 2,June,BU08261300,Vogelbuurt
39,48.96,2020,Qtr 4,May,BU08260300,Sterrenbuurt
39,1920.23,2021,Qtr 1,February,BU08260102,Sterrenbuurt
39,1637.12,2019,Qtr 4,May,BU08260300,Slotjes-West
39,647.83,2019,Qtr 1,April,BU08260601,Sterrenbuurt
39,1381.24,2020,Qtr 1,September,BU08261307,Vogelbuurt
39,1472.56,2021,Qtr 2,February,BU08260300,Buitengebied Dorst-Zuid
39,1153.37,2018,Qtr 1,July,BU08261300,Dorst
39,1633.2,2019,Qtr 3,November,BU08260601,Slotjes-West
39,461.85,2019,Qtr 2,July,BU08261300,Slotjes-West
39,1232.1,2018,Qtr 4,April,BU08260601,Vogelbuurt
39,1127.9,2019,Qtr 1,May,BU08260102,Slotjes-West
39,1983.27,2018,Qtr 2,October,BU08261307,Buitengebied Dorst-Zuid
39,846.93,2019,Qtr 1,October,BU08261307,Dorst
39,532.88,2018,Qtr 4,December,BU08260601,Dorst
40,2420.7,2021,Qtr 1,May,BU08260102,Sterrenbuurt
40,476.18,2021,Qtr 3,February,BU08260300,Buitengebied Dorst-Zuid
40,1437.54,2019,Qtr 1,September,BU08260102,Slotjes-West
40,1107.0,2018,Qtr 3,August,BU08261300,Sterrenbuurt
40,2351.19,2019,Qtr 4,March,BU08261307,Sterrenbuurt
40,1715.42,2019,Qtr 3,January,BU08261307,Sterrenbuurt
40,437.81,2018,Qtr 3,June,BU08260601,Slotjes-West
40,1330.58,2019,Qtr 4,May,BU08260102,Dorst
40,1439.81,2019,Qtr 4,May,BU08261307,Vogelbuurt
40,174.47,2018,Qtr 1,March,BU08260601,Sterrenbuurt
40,2337.33,2018,Qtr 4,January,BU08260300,Vogelbuurt
40,1207.26,2021,Qtr 2,June,BU08260300,Buitengebied Dorst-Zuid
40,2390.52,2019,Qtr 2,August,BU08260601,Vogelbuurt
40,1162.42,2021,Qtr 2,October,BU08260102,Sterrenbuurt
40,208.37,2021,Qtr 1,March,BU08261307,Slotjes-West
40,2457.98,2020,Qtr 4,May,BU08261300,Dorst
40,1167.65,2019,Qtr 2,July,BU08261300,Vogelbuurt
40,1816.85,2018,Qtr 4,December,BU08260102,Sterrenbuurt
40,2036.18,2018,Qtr 2,February,BU08261300,Sterrenbuurt
40,1709.44,2019,Qtr 2,September,BU08261307,Buitengebied Dorst-Zuid
41,2249.5,2019,Qtr 1,September,BU08260300,Buitengebied Dorst-Zuid
41,1624.34,2018,Qtr 4,February,BU08260102,Vogelbuurt
41,1215.17,2020,Qtr 4,May,BU08261307,Sterrenbuurt
41,393.17,2020,Qtr 2,June,BU08261307,Dorst
41,2455.46,2018,Qtr 2,October,BU08260300,Buitengebied Dorst-Zuid
41,1772.43,2019,Qtr 3,July,BU08260102,Sterrenbuurt
41,1917.12,2018,Qtr 4,April,BU08260601,Dorst
41,594.24,2018,Qtr 3,June,BU08260601,Dorst
41,1651.96,2018,Qtr 4,July,BU08261300,Dorst
41,1886.59,2018,Qtr 4,November,BU08260102,Slotjes-West
41,2187.05,2021,Qtr 4,October,BU08260102,Buitengebied Dorst-Zuid
41,1942.32,2021,Qtr 2,October,BU08260102,Dorst
41,2096.56,2021,Qtr 2,December,BU08261307,Slotjes-West
41,99.56,2018,Qtr 2,July,BU08261307,Sterrenbuurt
41,1504.89,2019,Qtr 4,October,BU08260300,Sterrenbuurt
41,1872.81,2021,Qtr 2,April,BU08261307,Dorst
41,67.43,2018,Qtr 1,January,BU08260601,Slotjes-West
41,1767.01,2018,Qtr 1,June,BU08260102,Vogelbuurt
41,860.66,2021,Qtr 4,March,BU08260300,Slotjes-West
